"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.adequacy_cb","Answer.fluency_cb","Approve","Reject"
"3M93N4X8HKXH1B9DT2L8ZKIIBHRSJJ","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3BXQMRHWK08P4G5WB6Y2JXN310NMU0","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:58:26 PST 2020","Sun Nov 08 18:58:33 PST 2020","Wed Nov 11 18:58:33 PST 2020","Wed Nov 11 18:59:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you add your code ?","{}","1","1"
"3J5XXLQDHMLM8POSKCYQU0L0EOZV3F","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3N4BPTXIO92UES5TQULM4KVZCVSUK3","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:44:47 PST 2020","Sun Nov 08 18:44:58 PST 2020","Wed Nov 11 18:44:58 PST 2020","Wed Nov 11 18:45:18 PST 2020","","","11","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","did you check the cache ?","{}","1","1"
"3MVY4USGB6XL60P7BK08NJ3IY22SI7","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","30LB5CDZNDK9N1SZSOAC2SV50F20ZT","A114SLF6QMZ0O7","Approved","Sun Nov 08 17:10:42 PST 2020","Sun Nov 08 17:11:12 PST 2020","Wed Nov 11 17:11:12 PST 2020","Wed Nov 11 17:11:17 PST 2020","","","30","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you post your code ?","{}","0","1"
"37G6BXQPLQVXDF88NXLC74QPOLAQE7","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3TXWC2NHN00UIJUYXSZXZAZVG4VS9R","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:56:05 PST 2020","Sun Nov 08 18:56:13 PST 2020","Wed Nov 11 18:56:13 PST 2020","Wed Nov 11 18:56:23 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you post your code ?","{}","0","1"
"3PCPFX4U400PJT84I85IPMBP0MPQFP","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3YDTZAI2WYQTRTPS3EOMM1164C514L","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:47:24 PST 2020","Sun Nov 08 18:47:32 PST 2020","Wed Nov 11 18:47:32 PST 2020","Wed Nov 11 18:48:18 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","what do you mean by "" single color "" ?","{}","0","1"
"30EMX9PEVKTCCVFVBNLK0ZIVQ6RSKI","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","39ZSFO5CA96Z38ZB89LA35VMX6SUJ4","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:43:03 PST 2020","Sun Nov 08 18:43:27 PST 2020","Wed Nov 11 18:43:27 PST 2020","Wed Nov 11 18:44:18 PST 2020","","","24","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","can you post your config.xml file ?","{}","1","1"
"3GITHABACYVKF2J0ELYU19MVM7Y2NV","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3KV0LJBBH3VXOODF7C3XEM0JU1JMRW","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:48:23 PST 2020","Sun Nov 08 18:48:36 PST 2020","Wed Nov 11 18:48:36 PST 2020","Wed Nov 11 18:49:18 PST 2020","","","13","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","0","1"
"3ZC62PVYDHKQSC014G6WP17P1U8XXK","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","30H4UDGLT3SCCBX0UKZ89R04TJVMP4","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:47:09 PST 2020","Sun Nov 08 18:47:13 PST 2020","Wed Nov 11 18:47:13 PST 2020","Wed Nov 11 18:47:18 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","what do you mean by ' <unk> ' ?","{}","0","0"
"3LAZVA75NI12XNJCF0Y7GYM0CH32OA","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3PW9OPU9PRUJOFA5Z05YTM48KY912P","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:44:37 PST 2020","Sun Nov 08 18:44:47 PST 2020","Wed Nov 11 18:44:47 PST 2020","Wed Nov 11 18:45:18 PST 2020","","","10","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","what is the output of ` <unk> ` ?","{}","0","0"
"3HUR21WDDUZFSHQB9CSY8FEY302XYQ","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Tue Oct 27 15:44:14 PDT 2020","1","BatchId:298125;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:14 PST 2020","","","3EG49X351VMFWHEZTV28E8PL5IPX6T","A114SLF6QMZ0O7","Approved","Sun Nov 08 18:58:11 PST 2020","Sun Nov 08 18:58:19 PST 2020","Wed Nov 11 18:58:19 PST 2020","Wed Nov 11 18:58:28 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","do you mean you want to get the event ?","{}","1","1"
