"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.information_need_code","Answer.information_need_rephrase","Answer.information_need_results","Approve","Reject"
"3CESM1J3EIDYKXBFTO1KN5GYVQFW6C","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3R9WASFE20Q0K57PV6TX5ZI96G8ZFB","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:36:01 PDT 2020","Thu Oct 29 12:36:04 PDT 2020","Sun Nov 01 11:36:04 PST 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you share your .blend file ?","{}","","",""
"3VGET1QSZ09HOXPKCY6CTJGUQ1ZW7B","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3VNXK88KKDSAABB2RN42AXJ2F77V9F","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:29:42 PDT 2020","Thu Oct 29 12:29:49 PDT 2020","Sun Nov 01 11:29:49 PST 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","what do you mean by ` &ltunk&gt ` ?","{}","","4",""
"3SZYX62S5GANBEA0GXJ33J3H64W574","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3G5F9DBFOQ73PHTLPZSUNEHQYKFVH5","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:35:55 PDT 2020","Thu Oct 29 12:35:57 PDT 2020","Sun Nov 01 11:35:57 PST 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you share your code ?","{}","","",""
"3E9VAUV7BWO3W4IIY20KO7302H5YA3","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","354P56DE9LDQ4065IV1DLE8PLDPS7V","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:30:48 PDT 2020","Thu Oct 29 12:30:52 PDT 2020","Sun Nov 01 11:30:52 PST 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","what do you mean by ` &ltunk&gt ` ?","{}","","4",""
"3WRBLBQ2GRI790Z0CUHLS1KJOZ40GH","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3QIYRE09Y4RFD1ZYLJ3ILA76VSI1NW","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:31:20 PDT 2020","Thu Oct 29 12:31:31 PDT 2020","Sun Nov 01 11:31:31 PST 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","what do you mean by "" &ltunk&gt "" ?","{}","","4",""
"3X2LT8FDHWSLOBU3M3YI7JCP1L5W8Y","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","30X31N5D6408N243PYDXV5AFMLVSAM","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:33:37 PDT 2020","Thu Oct 29 12:33:45 PDT 2020","Sun Nov 01 11:33:45 PST 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","did you try ` &ltunk&gt ` ?","{}","0","",""
"3EGKVCRQFW28FENA4G0GJIN6KZQYBY","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3SLE99ER0ONA7OV9Q471M9RORIGZBT","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:35:11 PDT 2020","Thu Oct 29 12:35:13 PDT 2020","Sun Nov 01 11:35:13 PST 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","do you want to do this ?","{}","","",""
"3NSCTNUR2ZX5UG8YN0VNDA577C2A50","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3M81GAB8A1T1TWUI38OOVGFKMFVQBQ","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:35:43 PDT 2020","Thu Oct 29 12:35:48 PDT 2020","Sun Nov 01 11:35:48 PST 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","what do you mean by "" $ &ltunk&gt "" ?","{}","","4",""
"3FVBZG9CLJOL9WUBW0Z3D1WK3ZH0HG","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","34PGFRQONPLCVCOG390BLTGJILLWJL","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:31:01 PDT 2020","Thu Oct 29 12:31:08 PDT 2020","Sun Nov 01 11:31:08 PST 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","what do you mean by ` &ltunk&gt ` ?","{}","","4",""
"3UL5XDRDNCTRBSFJQ2B9HJZCHO258R","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Thu Oct 29 12:28:28 PDT 2020","1","BatchId:298377;OriginalHitTemplateId:920937243;","3600","259200","Wed Nov 18 11:28:28 PST 2020","","","3HFNH7HEMIOXKD2TJUG2WR6H2SNQG7","A114SLF6QMZ0O7","Submitted","Thu Oct 29 12:36:18 PDT 2020","Thu Oct 29 12:36:21 PDT 2020","Sun Nov 01 11:36:21 PST 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","what do you mean by "" &ltunk&gt "" ?","{}","","4",""
