"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.information_need_rephrase","Answer.information_need_results","Approve","Reject"
"371Q3BEXDHJ71QEHBOOUNE68UF4ZSB","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3OJSZ2ATDT6PYY8U6ZO5S3YX7TG757","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:04:51 PDT 2020","Wed Oct 28 19:04:53 PDT 2020","Sat Oct 31 19:04:53 PDT 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you add your code ?","{}","",""
"3VQTAXTYN3VRY535UF3RGXHTO93UBG","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3907X2AHF1FM57T7K2GOUIM6NDV2P8","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:03:41 PDT 2020","Wed Oct 28 19:04:18 PDT 2020","Sat Oct 31 19:04:18 PDT 2020","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","did you check the cache ?","{}","",""
"3X0EMNLXEPZTFETFIAVX73O1JKRPVL","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","32XVDSJFP07GK4WUSMOWDESBI8K2MC","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:00:27 PDT 2020","Wed Oct 28 19:00:29 PDT 2020","Sat Oct 31 19:00:29 PDT 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you post your code ?","{}","",""
"38O9DZ0A62XC8HD8F4CDZY09RH926L","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","37ZHEEHM6XWMKJLQSG0CD60DTXP73H","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:03:31 PDT 2020","Wed Oct 28 19:03:35 PDT 2020","Sat Oct 31 19:03:35 PDT 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you post your code ?","{}","",""
"3RQVKZ7ZRKTVCHRDYEH55C05MST27K","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3QFUFYSY9ZPKH8J0AD37B3505L44F3","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:03:23 PDT 2020","Wed Oct 28 19:03:25 PDT 2020","Sat Oct 31 19:03:25 PDT 2020","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","what do you mean by "" single color "" ?","{}","",""
"3H6W48L9F4Z6U3TK8K0TT57FQTTPWV","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3N1FSUEFL6ANJO54J78HN32FT8O4DS","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:00:54 PDT 2020","Wed Oct 28 19:00:58 PDT 2020","Sat Oct 31 19:00:58 PDT 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","can you post your config.xml file ?","{}","",""
"32FESTC2NH0A8AVB8FZMRHNB6U3UCN","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3BF51CHDTWKNWGS5M2452LR04O10HH","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:00:21 PDT 2020","Wed Oct 28 19:00:24 PDT 2020","Sat Oct 31 19:00:24 PDT 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","",""
"33NKDW9FFXS2PEP6DKA9BOMF0CKXCI","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3FTOP5WARGYJNMNVA27QEY7FHG50JM","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:04:19 PDT 2020","Wed Oct 28 19:04:33 PDT 2020","Sat Oct 31 19:04:33 PDT 2020","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","what do you mean by ' <unk> ' ?","{}","4",""
"3S829FDFT2BCU6VKDG5KVU4XLCWXDI","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","3MYYFCXHJ4HQV8FVLX9PTO5C6044G2","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:03:25 PDT 2020","Wed Oct 28 19:03:31 PDT 2020","Sat Oct 31 19:03:31 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","what is the output of ` <unk> ` ?","{}","","1"
"31KSVEGZ342R6G9ZLC4IY07URBHRWP","3MRHU529460XLAYUZ9Z60JVL7EKA2M","Significance of UNK tokens in model output","Given a post and clarification question, what information needs does the question encode that is not expressed overtly?","question answering, QA, clarification","$0.05","Tue Oct 27 15:42:07 PDT 2020","1","BatchId:298123;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:42:07 PST 2020","","","33M4IA01QHB8I0CJLJ56P3GH14JXR5","A114SLF6QMZ0O7","Submitted","Wed Oct 28 19:03:16 PDT 2020","Wed Oct 28 19:03:22 PDT 2020","Sat Oct 31 19:03:22 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","do you mean you want to get the event ?","{}","",""
