"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.adequacy_cb","Answer.fluency_cb","Approve","Reject"
"306W7JMRYY8T08WSRC2MK5Z4SQRB8E","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:07 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:07 PST 2020","","","3IO1LGZLKA7PHGDRLNQGY98SE9H86X","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:43:26 PST 2020","Sun Nov 08 20:43:30 PST 2020","Wed Nov 11 20:43:30 PST 2020","Wed Nov 11 20:44:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you share your .blend file ?","{}","0","0"
"3Z56AA6EK4A2FLH1PMVXE7E7YU56MC","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:07 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:07 PST 2020","","","3ZWFC4W1UVHRIELYLPZKJWGAX08FRJ","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:43:03 PST 2020","Sun Nov 08 20:43:06 PST 2020","Wed Nov 11 20:43:06 PST 2020","Wed Nov 11 20:43:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","what do you mean by ` <unk> ` ?","{}","0","0"
"39AYGO6AFFU8X3211NAXRM373KF6NC","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:07 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:07 PST 2020","","","3QEMNNSB2Y9K2BNNL56OQFMPKBYD77","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:44:14 PST 2020","Sun Nov 08 20:44:23 PST 2020","Wed Nov 11 20:44:23 PST 2020","Wed Nov 11 20:44:28 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you share your code ?","{}","1","1"
"3UYRNV2KIT9V1HLPU27VB0ZY9F58N0","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:07 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:07 PST 2020","","","3E7TUJ2EGDWOGUBG02484BDVF1MD9J","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:44:46 PST 2020","Sun Nov 08 20:44:49 PST 2020","Wed Nov 11 20:44:49 PST 2020","Wed Nov 11 20:45:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","what do you mean by ` <unk> ` ?","{}","0","0"
"3MQKOF1EE2YX56QU3B9YTBQQDI6DW2","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:07 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:07 PST 2020","","","3Y9N9SS8LZL21SM0JT3YDYA9F9CD32","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:42:12 PST 2020","Sun Nov 08 20:42:16 PST 2020","Wed Nov 11 20:42:16 PST 2020","Wed Nov 11 20:42:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","what do you mean by "" <unk> "" ?","{}","0","0"
"3AJA9FLWSC8C2VKL5009GKK3AKOFI8","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:07 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:07 PST 2020","","","3S06PH7KSSE6RP8LWPPFP5VCHPYD1A","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:41:44 PST 2020","Sun Nov 08 20:41:48 PST 2020","Wed Nov 11 20:41:48 PST 2020","Wed Nov 11 20:42:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","did you try ` <unk> ` ?","{}","0","0"
"3AXFSPQOYQ88X64RNIL9SLZ3NZDFJK","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:09 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:09 PST 2020","","","3RJSC4XJ114BGN8AL03WDOOAZGU50R","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:41:40 PST 2020","Sun Nov 08 20:41:44 PST 2020","Wed Nov 11 20:41:44 PST 2020","Wed Nov 11 20:42:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","do you want to do this ?","{}","0","1"
"3ZQX1VYFTDFDJ2L1VH78QPZ3ZPA8OF","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:09 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:09 PST 2020","","","3HQUKB7LNGOY7GY1KABQ8DQHQ6NHHM","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:42:32 PST 2020","Sun Nov 08 20:42:36 PST 2020","Wed Nov 11 20:42:36 PST 2020","Wed Nov 11 20:43:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","what do you mean by "" $ <unk> "" ?","{}","0","0"
"3SR6AEG6W53I6RQW48AC5TQ4GIZHYE","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:29 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:29 PST 2020","","","3L70J4KAZHW2LDLLS8I806OFLJ4DAY","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:44:55 PST 2020","Sun Nov 08 20:45:00 PST 2020","Wed Nov 11 20:45:00 PST 2020","Wed Nov 11 20:45:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","what do you mean by ` <unk> ` ?","{}","0","0"
"3MDWE879UHCTEDF2W480K1UFCW9B93","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:09 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:09 PST 2020","","","3CP1TO84PUBICXBO0N7AWCHPWEE52B","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:41:49 PST 2020","Sun Nov 08 20:41:54 PST 2020","Wed Nov 11 20:41:54 PST 2020","Wed Nov 11 20:42:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_9","i have a magento event ` ' payment_method_is_active ' ` and i want to call event with ajax . how can i do ?","clarq_9","what do you mean by "" <unk> "" ?","{}","0","0"
"3TD33TP5DLC7JWP7OAM0GW5ZIERBAI","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 20:40:09 PST 2020","1","BatchId:299417;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 20:40:09 PST 2020","","","3NC5L260MPWOL1TITXIGP1B5MDOFOA","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:42:05 PST 2020","Sun Nov 08 20:42:12 PST 2020","Wed Nov 11 20:42:12 PST 2020","Wed Nov 11 20:42:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_10","i have created a link in account dashboard it is visible as shown in screen  shot below  http://www.awesomescreenshot.com/image/2552807/2ab6b42e8987aaeb6e254a81c27e202a  when i click on the link it is showing just like these in the screen shot below  http://www.awesomescreenshot.com/image/2552811/5e81668539016e4f9622033455c999d0  but i need on clicking my custom link i need show the content as shown in the  screen shot below  http://www.awesomescreenshot.com/image/2552815/afa2f32d0f2be63d2596e75ae53626c1  please can anyone help me  thanks in advance .","clarq_10","can you add the code ?","{}","1","1"
