"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"3PKJ68EHDN6SB2VXI899V6BG26AJHP","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","3WMINLGALCDSGLF7SCNXG06X0I9CAC","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:22:06 PDT 2020","Thu Oct 29 07:22:19 PDT 2020","Sun Nov 01 06:22:19 PST 2020","Sun Nov 01 06:22:36 PST 2020","","","13","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_0","we are doing a test path setup between sanbox boomi environment . in one of our process we had to test callback by initiating the call . but being new to this org i have no idea how to and where to check the call back is happening or not . what are the prerequisites to make a callback .","{}","1"
"3ICOHX7ENCL9PM396ZRXSYZ7BHCE0X","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","37FMASSAYD1OCY6ZQ0JFMEOYV5EIBF","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:11:28 PDT 2020","Thu Oct 29 07:12:52 PDT 2020","Sun Nov 01 06:12:52 PST 2020","Sun Nov 01 06:13:36 PST 2020","","","84","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_1","a square abcd is inscribed in a circle of unit radius . semicircles are described on each side as a diameter . the area of region bounded by four semicircle and the circle is","{}","0"
"3THR0FZ95P38Y95KP6GCVUL9IHTLOH","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","3E47SOBEYR67M3Y540FAXYUGDQECIG","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:32:12 PDT 2020","Thu Oct 29 07:32:42 PDT 2020","Sun Nov 01 06:32:42 PST 2020","Sun Nov 01 06:33:36 PST 2020","","","30","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_2","prove that the sequence $ \frac{a^n}{2^nn^2}$ where $ a>2 $ does not tend to zero . i thought about writing $ a=2+{\epsilon}$ then using binomial expansion which is valid for $ { \epsilon}<1 $ but could n't any progress .  thanks","{}","1"
"3TKXBROM5TKS7X6HOQRUVICV2JPJII","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","3E7TUJ2EGDWOGUBG02484BDVF039DU","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:27:47 PDT 2020","Thu Oct 29 07:29:08 PDT 2020","Sun Nov 01 06:29:08 PST 2020","Sun Nov 01 06:29:36 PST 2020","","","81","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_3","i have the grid in a form but it 's in the middle and does n't take all space form . how can i do it ?  [ ! [ enter image description here][1]][1 ]    [ 1 ] : https://i.stack.imgur.com/xdhir.jpg","{}","1"
"3YKP7CX6G2PP0UR9H7AG6539GY5B7U","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","33PPO7FECWPHRV4J4WALH4CYYQQIDM","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:13:00 PDT 2020","Thu Oct 29 07:13:08 PDT 2020","Sun Nov 01 06:13:08 PST 2020","Sun Nov 01 06:13:36 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_4","yesterday , for around 10 minutes , my haproxy served a lot of 503 pages ( directly from ` errorfile 503 /etc / haproxy / errors/503.http ` ) and i do n't know why . i have no health checks to my backends , so for sure these were not marked as disabled . the stats page does n't show that a limit was reached ( in the marked red areas ) .  [ ! [ haproxy stats page][1]][1 ]  where should i look at next to figure out why did that happen ?    [ 1 ] : https://i.stack.imgur.com/i8bsz.png","{}","1"
"306W7JMRYY8T08WSRC2MK5Z4RIBB8H","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","3SUWZRL0MZN6QHNIYQCGQJ4EPB16EE","A114SLF6QMZ0O7","Approved","Sun Nov 01 14:50:19 PST 2020","Sun Nov 01 14:50:28 PST 2020","Wed Nov 04 14:50:28 PST 2020","Wed Nov 04 14:51:05 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_5","Ð¿Ñ€Ð¸Ð²ÐµÑ‚ , ÐºÐ°Ðº Ð±Ð»Ð¾ÐºÐ¸Ñ€Ð¾Ð²Ð°Ñ‚ÑŒ onmouseenter ÐºÐ¾Ð³Ð´Ð° Ð¼Ñ‹ÑˆÐºÐ° Ð½Ð°Ñ…Ð¾Ð´Ð¸Ñ‚ÑÑ Ð½Ð° ui ? Ð¿Ñ€Ð¾Ð±Ð¾Ð²Ð°Ð» eventsystems . eventsystem.current . ispointerovergameobject ( ) - Ð½Ð¾ Ð½Ðµ Ð¿Ð°ÑˆÐµÑ‚ Ð²Ñ€Ð¾Ð´Ðµ . Ð½Ð° ÐºÐ°Ð¼ÐµÑ€Ðµ physicsraycaster Ð½Ðµ ÑƒÑÑ‚Ð°Ð½Ð¾Ð²Ð»ÐµÐ½ .","Russian code","1"
"3T2HW4QDUVHCOI78A44VVL0XT9T9CB","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","39ASUFLU6YHJ9W7EZDL6QWHYMFVEXB","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:26:27 PDT 2020","Thu Oct 29 07:26:34 PDT 2020","Sun Nov 01 06:26:34 PST 2020","Sun Nov 01 06:26:36 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_6","i am planning to make a small game in the near future . how can i minimize the chances of it being pirated .","{}","1"
"362E9TQF2H0IGVGGGK6RY5KFAR8GIB","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","36PW28KO4067DJZLO3TS6O60LUMEA7","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:03:22 PDT 2020","Thu Oct 29 07:03:42 PDT 2020","Sun Nov 01 06:03:42 PST 2020","Sun Nov 01 06:04:34 PST 2020","","","20","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_7","i have been playing chess for a long time , and i have been around ` 1850 - 1900 elo ` for quite some time . i have always wondered which is the * * * best way to improve the tactics***.   - does playing more and more games improve chess tactics ?   - playing limited games but slow games ?   - practicing board positions with sites such as [ chesstempo][1 ] ?   - analyzing others ' and self games  please feel free suggest any point that i have not covered .    [ 1 ] : http://www.chesstempo.com","{}","0"
"3MDWE879UHCTEDF2W480K1UFBOTB96","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","3AAPLD8UCDROCPPWK4SFMWT51Z3THR","A114SLF6QMZ0O7","Approved","Sun Nov 01 15:03:15 PST 2020","Sun Nov 01 15:03:38 PST 2020","Wed Nov 04 15:03:38 PST 2020","Wed Nov 04 15:04:05 PST 2020","","","23","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_8","in my notebook it is given that for the above function , we would have :  ` f(x ) = { -(x+1 ) , x=-1 } `  what i do n't get is why did we take -1 instead of 0 as is the case for the function ` mod(x ) ` ? will the function change substantially if i use 0 instead of -1 ?","{}","0"
"3HY86PZXPYS9WBOR2IVX63IHG9IE10","3SBFCXF7YBU4V1GK4SEMBNPAJBIW4E","Does a question need a clarification?","You are given a question and required to judge if any clarification is needed to answer it accurately","question answering, QA, clarification","$0.03","Tue Oct 27 15:24:53 PDT 2020","1","BatchId:298117;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:24:53 PST 2020","","","31UV0MXWNRMMNIPQPQS2JSO6L9SI5E","A114SLF6QMZ0O7","Approved","Thu Oct 29 07:09:12 PDT 2020","Thu Oct 29 07:09:36 PDT 2020","Sun Nov 01 06:09:36 PST 2020","Sun Nov 01 06:10:36 PST 2020","","","24","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_9","i was watching brandon sanderson 's lecture called "" * gardeners vs architects * "" :  https://youtube.com/watch?v=glpltnuhfxa  and thinking about how the characters develop in harry potter . it seemed to me that harry does n't develop a great deal across the series , still being recklessly brave at the end of the series :  > ! where he is martyred to defeat voldemort .  which of the two techniques brandon discusses did jk rowling employ for character and plot in writing her harry potter series ?","{}","0"
