"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"3JGHED38ED1LD2KKRZO0EG1A17NY7W","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","32ZKVD547GX9MVOG5XCSI8M9CO0B3T","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:58:36 PST 2020","Sun Nov 08 20:58:41 PST 2020","Wed Nov 11 20:58:41 PST 2020","Wed Nov 11 20:59:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_0","when i am clicking on * * add to cart * * button then product was added to my cart and mini - cart count also updated but loader on mini - cart showing always .  [ ! [ enter image description here][1]][1 ]  after refreshing my page mini - cart shows updated count .  [ ! [ enter image description here][2]][2 ]  what should i do to remove that loader after mini - cart count update ?    [ 1 ] : https://i.stack.imgur.com/oyiqr.png    [ 2 ] : https://i.stack.imgur.com/ob2dx.png","clarq_0","can you add your code ?","{}","1"
"3DZKABX2ZIFALPKBD59RN3PUK1CVCD","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","36W0OB37HXOKY1YVQWHX8KUMMW4HZC","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:55:54 PST 2020","Sun Nov 08 20:56:01 PST 2020","Wed Nov 11 20:56:01 PST 2020","Wed Nov 11 20:56:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_1","i am trying to find where i did mistake when i search abc in catalog search tab . the link * * local.xyz.com/abc.html * * redirect to www.xyz.com/abc.html .  do n't know where i did mistake , i already changed the url rewrite manage ment and reindex in and remove cache but same issue occur .","clarq_1","did you check the cache ?","{}","1"
"3OWZNK3RYLZXAS39BMAGF4EPU3R2UN","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3GLB5JMZFY53V4YOE8AIWSZIJEHGDD","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:50 PST 2020","Sun Nov 08 20:59:54 PST 2020","Wed Nov 11 20:59:54 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_2","hello i am new on the magento 2 . suddenly i got the error when new user come on the site and try to register after filling information it is showing error as "" we ca n't save the customer ""   . i am not able to understand why this is happening suddenly on my website . please let me know and suggest me any relevant answer for this query . my website url is http://54.67.81.223/viewsonicstore  thanks in advance","clarq_2","can you post your code ?","{}","1"
"304QEQWKZPUV1DGY0DUTXATLFJJ0OO","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3OB0CAO74IZKTBOQUAFEUDLKG20HYL","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:55:48 PST 2020","Sun Nov 08 20:55:54 PST 2020","Wed Nov 11 20:55:54 PST 2020","Wed Nov 11 20:56:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_3","on the category page i have an attribute showing values , that attribute can have multiple values and will show all te values separated by comma 's . is there a way to get the highest value from the attribute and also the lowest ?  what is have to display the values :      getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ) : ? >        breedte : getresource()->getattribute('scherm_breedte')->getfrontend()->getvalue($_product ) ; ? >     regards ,  robert","clarq_3","can you post your code ?","{}","1"
"3FK4G712NXAA0ES3GWUMRL95704SSZ","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3F6KKYWMNCB95WFA1CNDMC8FKQ3DNI","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:58:41 PST 2020","Sun Nov 08 20:58:44 PST 2020","Wed Nov 11 20:58:44 PST 2020","Wed Nov 11 20:59:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_4","how can i get all the available colors of a single product in magento 2 ?","clarq_4","what do you mean by "" single color "" ?","{}","1"
"3L2OEKSTW9KPDGP314G6SGX5CRTY8J","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3WQ3B2KGE9QDCSA1ITY9UF7CE4MB11","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:56:52 PST 2020","Sun Nov 08 20:56:58 PST 2020","Wed Nov 11 20:56:58 PST 2020","Wed Nov 11 20:57:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_5","i have just upgraded my magento site from 1.7.0.2 to latest version and when i visit my frontend , it is working fine but when i try to open admin panel , it shows nothing and display white screen .  i used following in index.php file to see any error but nothing is appearing still .      error_reporting(e_all ) ;      ini_set('display_errors ' , 1 ) ;  please help me","clarq_5","can you post your config.xml file ?","{}","0"
"3SA4EMRVJVCDMDSZFD78MAYBPOF0P5","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3EFVCAY5L4J15BSY56K57DDX0F18J3","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:12 PST 2020","Sun Nov 08 20:59:16 PST 2020","Wed Nov 11 20:59:16 PST 2020","Wed Nov 11 20:59:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_6","* * how to define url in jquery in magento 2 . i have get all the form data afte the form submit , but need to pass this to controller , so how do i declare url in js * *","clarq_6","can you please share your code ?","{}","1"
"3BFF0DJK8XMBFE5I5WZC1Q5R9JISTO","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","3X3OR7WPZ0A701GY8RWINSQP4468L5","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:00:12 PST 2020","Sun Nov 08 21:00:15 PST 2020","Wed Nov 11 21:00:15 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_7","i want to * * random 5 category * * but not luck for me  i have use below code      $ categoryfactory = $ objectmanager->create('magento\catalog\model\resourcemodel\category\collectionfactory ' ) ;      $ categories = $ categoryfactory->create()->addattributetoselect('*')->setpagesize(5)->getselect()->orderrand ( ) ;  * * but order random not working for me * *","clarq_7","what do you mean by ' <unk> ' ?","{}","1"
"379OL9DBSSOPRL8D6WMKSCSGWXBY98","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:44:49 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:44:49 PST 2020","","","308Q0PEVB9N5O5R2SG5JV8T876UI9Q","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:59:31 PST 2020","Sun Nov 08 20:59:35 PST 2020","Wed Nov 11 20:59:35 PST 2020","Wed Nov 11 21:00:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_8","warning : domdocument::loadxml ( ) : empty string supplied as input in c:\xampp\htdocs\magento2\vendor\magento\module - config\model\config\structure\reader.php on line 132","clarq_8","what is the output of ` <unk> ` ?","{}","1"
"33EEIIWHK7HEFQUUINAM78EBOGDQVD","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Tue Oct 27 15:45:13 PDT 2020","1","BatchId:298126;OriginalHitTemplateId:920937243;","3600","259200","Mon Nov 16 14:45:13 PST 2020","","","3OLF68YTNABZJXZHJEDYO6R0XWKFAB","A114SLF6QMZ0O7","Approved","Sun Nov 08 20:31:42 PST 2020","Sun Nov 08 20:31:51 PST 2020","Wed Nov 11 20:31:51 PST 2020","Wed Nov 11 20:32:28 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_10","i have created a link in account dashboard it is visible as shown in screen  shot below  http://www.awesomescreenshot.com/image/2552807/2ab6b42e8987aaeb6e254a81c27e202a  when i click on the link it is showing just like these in the screen shot below  http://www.awesomescreenshot.com/image/2552811/5e81668539016e4f9622033455c999d0  but i need on clicking my custom link i need show the content as shown in the  screen shot below  http://www.awesomescreenshot.com/image/2552815/afa2f32d0f2be63d2596e75ae53626c1  please can anyone help me  thanks in advance .","clarq_10","can you please share your code ?","{}","1"
